1.25,4
1.75,3
2.0,1
2.5,4
2.75,3
3.0,1
3.75,4
4.0,1
4.5,4
4.75,0
5.75,4
6.0,3
6.25,1
7.0,4
7.25,1
7.25,3
8.0,4
8.25,3
9.0,4
9.25,3
9.5,1
10.0,4
10.5,3
11.75,4
12.25,3
12.75,4
13.25,3
13.5,4
14.25,4
14.5,1
15.0,0
15.5,1
15.75,2
16.0,3
16.5,1
16.75,4
17.0,0
17.5,3
17.75,1
18.0,4
18.75,4
19.0,3
19.0,1
19.5,4
19.75,0
20.5,4
20.75,3
21.0,4
21.25,3
21.75,4
22.25,1
23.0,2
23.5,0
24.0,1
24.25,2
24.5,3
25.0,4
25.5,3
26.0,3
26.0,4
27.0,2
27.25,1
27.75,0
28.0,2
28.25,3
28.75,1
29.25,4
29.5,0
29.75,4
30.5,4
30.75,0
31.0,3
31.25,1
31.5,3
32.0,4
32.5,3
33.0,1
33.5,0
33.5,4
35.25,3
36.0,4
36.25,3
36.5,1
36.75,4
37.25,1
37.75,3
38.0,0
38.25,4
38.5,3
38.75,4
39.0,4
40.0,4
40.5,2
41.0,4
41.5,3
42.0,4
42.5,1
42.75,4
43.0,0
43.25,4
43.5,3
43.75,1
44.0,4
44.5,4
44.75,1
45.0,3
45.25,0
46.0,4
46.0,1
46.25,4
46.75,4
47.5,3
47.75,4
48.0,4
48.25,4
48.5,1
49.0,4
49.5,1
50.25,4
50.5,0
51.75,4
52.0,2
52.25,4
52.5,1
53.0,4
53.25,0
53.25,4
53.75,3
54.0,2
54.5,4
55.0,1
55.25,2
55.5,4
55.75,1
56.0,3
56.25,2
56.5,3
57.25,1
57.5,0
57.5,4
58.0,1
58.5,3
58.75,4
59.25,1
59.75,4
60.25,3
60.5,4
61.0,1
61.5,4
61.75,0
62.25,4
62.5,3
62.5,4
63.0,1
63.5,4
63.75,1
64.0,3
64.5,2
64.5,1
64.75,4
65.0,3
65.0,4
65.5,1
66.0,0
66.5,0
66.5,1
67.25,3
67.75,2
67.75,1
68.25,3
68.25,4
68.75,1
68.75,0
70.0,4
70.25,1
70.5,3
70.75,0
71.0,4
71.5,1
71.75,3
72.0,2
72.25,4
72.25,1
72.5,3
72.75,0
73.0,1
73.5,4
73.75,3
74.25,1
74.75,3
75.25,2
76.0,4
76.5,1
77.0,4
77.5,2
77.75,3
78.0,1
78.25,4
78.5,4
78.75,1
79.0,3
79.25,0
79.5,4
80.0,2
80.25,3
80.5,1
80.75,4
81.0,4
81.25,3
81.5,1
81.75,4
82.0,0
82.25,1
82.75,3
83.25,1
83.25,4
83.75,3
84.0,1
84.5,4
84.75,1
85.0,3
85.25,0
85.5,4
85.75,1
86.0,3
86.25,2
86.5,1
86.75,0
87.0,4
87.5,3
87.75,1
88.0,4
88.25,2
89.0,3
89.0,4
89.25,1
89.75,4
89.75,3
90.5,4
90.5,1
91.0,2
91.0,1
91.5,1
91.5,0
92.0,2
92.5,2
92.5,3
93.0,4
93.5,0
93.5,4
94.0,3
94.0,1
94.5,2
94.75,3
95.75,4
96.0,1
96.25,3
96.5,1
96.75,4
97.25,3
97.25,4
97.75,0
97.75,1
98.25,3
98.25,4
99.0,1
99.25,3
99.5,0
99.5,4
100.0,1
100.0,3
100.5,4
101.0,0
101.5,3
102.0,4
102.75,2
104.5,4
104.75,1
105.0,3
