1.125,1
1.5,4
1.625,3
1.875,0
2.125,4
2.875,1
3.0,2
3.125,3
3.625,4
3.75,0
4.25,1
4.625,1
5.0,1
5.375,1
5.875,1
6.125,0
6.25,3
6.375,4
6.75,1
7.125,2
7.625,3
8.25,4
8.5,1
8.75,3
9.125,2
9.5,4
10.0,3
10.375,4
10.5,1
10.875,4
11.25,4
11.25,3
12.125,1
12.375,0
12.75,1
13.125,2
13.75,3
13.875,1
14.0,4
14.375,0
14.375,4
15.0,4
15.25,3
15.75,4
16.0,1
16.25,3
16.5,0
16.5,4
16.875,3
17.25,1
17.625,4
18.25,1
19.0,0
19.375,1
19.75,2
20.0,3
20.375,1
20.875,0
21.75,4
22.75,4
23.75,3
24.375,4
24.375,3
25.125,2
25.125,1
25.5,0
25.875,1
26.375,3
26.75,1
27.125,3
27.75,3
27.75,1
28.5,1
29.375,4
29.75,0
30.375,4
30.5,1
30.75,3
31.0,2
31.625,1
31.875,3
32.375,4
32.75,2
33.375,3
33.625,4
34.125,1
34.5,3
35.0,4
35.25,1
35.375,3
35.625,4
36.125,1
36.5,3
36.625,0
37.125,4
37.5,2
38.0,3
38.125,1
38.5,4
38.75,0
39.25,3
39.625,1
40.0,4
40.25,0
40.75,3
41.125,1
41.5,4
41.75,0
41.875,3
42.625,0
42.875,4
43.125,1
43.375,3
44.25,0
44.625,4
44.875,1
45.625,3
46.0,1
46.25,0
46.75,1
47.125,3
47.5,1
47.875,4
48.375,1
48.75,3
49.125,0
49.5,4
49.875,1
50.25,3
50.5,0
50.625,4
50.875,1
51.25,3
51.375,0
51.75,4
52.125,1
52.5,3
52.75,0
53.25,4
53.625,2
54.0,1
54.75,0
55.5,0
56.25,3
57.0,4
57.75,4
58.5,1
59.25,0
60.0,3
60.75,1
61.5,4
62.25,1
63.125,0
63.75,4
63.875,1
64.375,4
64.875,0
65.25,4
66.0,2
66.125,3
66.5,1
66.75,4
67.125,1
67.375,0
68.25,3
69.25,4
70.75,4
71.25,1
71.625,4
72.125,2
72.75,3
73.0,2
73.25,4
73.625,1
73.875,0
74.25,1
74.625,4
74.875,2
75.25,3
75.625,4
75.625,1
76.0,3
76.625,1
77.125,0
77.5,4
77.875,1
78.25,3
78.625,4
78.625,1
79.0,3
79.375,4
79.375,0
79.875,3
80.25,1
80.625,4
81.125,3
81.5,0
81.875,4
82.25,1
82.25,3
82.625,4
83.125,0
83.5,3
83.75,1
84.125,0
84.625,3
85.0,4
85.5,3
85.875,4
85.875,3
86.5,4
86.625,3
87.0,4
87.5,1
87.875,0
88.25,3
88.5,1
88.625,4
89.0,2
89.5,2
89.75,3
89.875,4
90.5,3
91.0,2
91.25,4
91.5,1
92.0,1
92.0,3
92.625,4
92.75,0
93.0,3
93.375,1
94.0,4
94.25,3
94.375,4
94.875,3
95.125,1
95.5,4
95.875,0
96.25,4
96.625,2
96.875,4
97.125,1
97.875,3
97.875,4
98.625,1
99.125,0
99.25,1
99.75,4
100.25,3
100.75,1
101.125,4
101.5,0
101.625,1
101.75,2
102.125,3
102.5,4
103.375,1
103.5,3
103.875,0
104.5,4
104.75,1
105.125,3
105.5,2
106.25,4
106.375,0
107.0,3
107.125,1
107.375,4
107.625,3
108.0,1
108.75,0
109.125,1
109.375,3
109.875,4
110.25,3
110.5,1
111.25,4
112.5,4
113.375,4
114.0,3
114.625,1
115.0,4
115.5,3
115.875,1
116.375,0
116.625,4
117.375,1
119.25,1
120.0,4
120.125,0
120.625,3
121.125,1
121.5,4
121.875,2
122.375,1
122.875,0
123.125,0
123.125,1
123.75,1
124.625,2
125.0,3
125.125,1
125.75,4
126.125,1
126.375,0
126.875,2
127.375,3
127.75,4
128.0,1
128.25,0
128.75,2
129.25,3
129.5,1
130.0,4
130.375,0
130.75,4
131.0,1
131.25,3
132.375,4
132.5,1
132.75,3
133.0,4
133.875,0
134.125,4
134.375,1
135.25,4
135.625,0
136.0,3
136.5,1
136.75,2
137.125,2
137.375,4
137.5,1
137.875,3
138.125,4
138.875,0
139.75,0
140.25,4
140.375,0
140.875,1
141.125,2
141.5,4
142.125,1
142.75,0
143.625,4
144.25,4
144.25,3
145.0,1
145.75,1
145.875,0
146.625,4
147.375,3
148.125,1
148.125,2
148.875,2
148.875,3
149.75,4
150.375,4
151.125,3
151.125,4
151.875,2
151.875,3
152.75,1
152.75,0
153.375,3
153.75,1
154.125,4
154.5,1
154.875,3
155.25,0
155.75,4
156.125,3
156.25,1
156.75,4
156.875,0
157.75,2
158.875,4
159.25,1
159.625,3
160.0,0
160.375,4
160.75,1
161.125,2
161.5,3
161.875,1
162.25,4
162.5,0
163.0,3
163.375,1
163.75,4
164.0,0
164.5,3
164.875,1
165.25,2
165.625,2
166.0,4
166.375,1
166.75,0
167.25,0
167.625,0
168.0,1
168.25,3
168.75,4
169.0,1
169.5,4
169.75,1
171.125,4
171.5,1
171.875,4
172.375,0
173.0,4
173.125,1
173.375,3
173.75,2
174.0,4
174.375,4
174.75,4
175.125,4
175.5,4
175.875,1
176.125,3
176.25,0
176.875,4
177.25,1
177.625,3
178.0,1
178.5,0
178.75,3
179.25,1
179.5,4
180.0,2
180.625,3
180.75,1
181.125,4
181.5,0
181.75,3
182.125,1
182.5,2
183.625,3
183.75,1
184.0,4
184.375,0
184.875,1
185.25,2
185.75,1
186.125,0
186.75,2
187.0,3
188.5,4
188.625,1
188.875,3
189.25,0
189.875,3
190.0,3
190.875,1
191.25,4
191.5,0
191.875,3
192.25,2
192.875,1
193.125,0
193.5,2
194.25,3
194.5,4
194.875,1
195.25,3
195.375,0
195.75,3
196.125,4
196.5,4
196.875,4
197.25,4
197.375,0
197.625,3
198.125,1
198.5,2
199.0,2
199.5,2
199.75,2
200.375,4
201.0,1
201.375,3
201.75,0
201.875,4
202.375,2
202.625,3
203.625,4
203.875,1
204.375,3
204.75,0
205.25,1
205.625,0
206.5,1
206.625,3
207.125,0
207.5,4
207.75,1
208.25,1
209.0,0
209.375,1
209.75,0
210.125,0
210.5,1
210.875,3
211.625,4
212.125,2
212.75,1
213.5,0
214.25,4
214.875,1
215.25,3
215.625,2
215.875,1
216.375,0
216.75,3
217.625,2
218.25,4
218.875,0
219.375,4
219.625,3
221.5,3
